,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
4929,SG51259,California,4502.87,No,Extended,High School or Below,2011-01-05,Unemployed,F,0,Suburban,Single,129,10,11,0,1,Personal Auto,Personal L1,Offer1,Agent,1486.41,SUV,Medsize,A,1
4930,JF36291,California,3873.65,Yes,Basic,College,2011-01-20,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.71,Sports Car,Medsize,A,1
4931,VD27065,Washington,4297.02,No,Premium,Bachelor,2011-02-10,Employed,M,86860,Suburban,Married,107,13,29,0,1,Personal Auto,Personal L2,Offer2,Call Center,513.6,Four-Door Car,Small,A,2
4932,YA12007,California,9199.54,No,Extended,College,2011-01-11,Unemployed,F,0,Suburban,Divorced,80,10,11,0,2,Personal Auto,Personal L2,Offer1,Branch,572.85,Four-Door Car,Medsize,A,1
4933,AR47849,Nevada,5015.01,Yes,Extended,Bachelor,2011-02-03,Employed,F,48567,Suburban,Single,130,12,15,0,1,Personal Auto,Personal L1,Offer2,Agent,624.0,Four-Door Car,Medsize,A,2
4934,FP51143,California,2130.35,No,Basic,College,2011-01-30,Unemployed,M,0,Suburban,Single,62,16,79,0,1,Corporate Auto,Corporate L2,Offer1,Branch,446.4,Two-Door Car,Medsize,A,1
4935,FY21364,California,7376.8,No,Basic,Bachelor,2011-02-22,Unemployed,M,0,Suburban,Single,105,31,85,0,5,Corporate Auto,Corporate L1,Offer2,Agent,756.0,SUV,Medsize,A,2
4936,FT74388,Nevada,4623.62,No,Basic,High School or Below,2011-01-19,Employed,M,97065,Suburban,Single,117,10,0,0,1,Personal Auto,Personal L2,Offer4,Branch,561.6,SUV,Medsize,A,1
4937,LM54297,Nevada,4713.4,No,Basic,Bachelor,2011-01-15,Unemployed,M,0,Suburban,Single,69,7,90,0,8,Personal Auto,Personal L3,Offer1,Agent,806.53,Four-Door Car,Medsize,A,1
4938,IA31850,Arizona,4574.55,No,Basic,College,2011-02-15,Unemployed,F,0,Suburban,Single,63,3,5,0,6,Personal Auto,Personal L1,Offer1,Agent,453.6,Four-Door Car,Small,A,2
4939,WC65050,California,2811.96,No,Basic,Master,2011-02-16,Employed,F,62537,Suburban,Divorced,71,19,64,1,1,Personal Auto,Personal L2,Offer1,Branch,354.2,Two-Door Car,Medsize,A,2
4940,PF53601,Oregon,28432.0,No,Basic,Bachelor,2011-01-09,Medical Leave,M,17130,Suburban,Divorced,198,1,58,0,2,Special Auto,Special L3,Offer1,Agent,950.4,Four-Door Car,Medsize,A,1
4941,HA20933,Oregon,13269.6,No,Basic,Bachelor,2011-01-07,Medical Leave,F,15616,Suburban,Married,114,20,96,1,2,Personal Auto,Personal L2,Offer1,Agent,547.2,SUV,Medsize,A,1
4942,ZR22245,Washington,4605.04,Yes,Basic,College,2011-01-28,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Personal Auto,Personal L3,Offer2,Web,302.4,Four-Door Car,Large,A,1
4943,UM76485,Oregon,7027.76,No,Basic,College,2011-01-28,Unemployed,M,0,Suburban,Single,102,11,90,0,5,Personal Auto,Personal L2,Offer2,Agent,489.6,SUV,Medsize,A,1
4944,WC52068,Oregon,8092.88,Yes,Basic,College,2011-02-05,Employed,M,50825,Urban,Married,102,3,46,0,3,Corporate Auto,Corporate L3,Offer1,Agent,369.61,SUV,Medsize,A,2
4945,WY21918,Washington,3867.97,No,Extended,College,2011-02-23,Employed,F,79628,Suburban,Single,98,6,4,0,1,Personal Auto,Personal L3,Offer4,Branch,470.4,Four-Door Car,Medsize,A,2
4946,HW93117,California,8169.33,No,Basic,Bachelor,2011-01-22,Unemployed,F,0,Suburban,Single,116,10,99,0,3,Corporate Auto,Corporate L3,Offer1,Branch,835.2,Sports Car,Medsize,A,1
4947,UC35517,Oregon,18532.41,No,Basic,College,2011-01-22,Unemployed,M,0,Suburban,Single,70,1,30,0,2,Corporate Auto,Corporate L3,Offer4,Branch,504.0,Four-Door Car,Small,A,1
4948,DP13082,California,23594.68,Yes,Basic,Bachelor,2011-01-31,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal Auto,Personal L3,Offer3,Agent,86.46,Four-Door Car,Medsize,A,1
4949,SP46702,Oregon,10175.24,No,Extended,College,2011-01-28,Unemployed,M,0,Suburban,Single,99,15,84,0,2,Corporate Auto,Corporate L3,Offer1,Branch,831.34,Two-Door Car,Medsize,A,1
4950,FE20514,Oregon,5065.49,No,Basic,College,2011-01-16,Employed,M,26733,Urban,Single,66,7,55,0,5,Personal Auto,Personal L1,Offer2,Web,218.72,Four-Door Car,Medsize,A,1
4951,UG37492,California,4362.93,Yes,Premium,College,2011-01-03,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal Auto,Personal L3,Offer2,Branch,528.0,Four-Door Car,Medsize,A,1
4952,IK49861,California,3107.59,No,Extended,Bachelor,2011-02-23,Unemployed,M,0,Rural,Married,88,1,66,0,1,Personal Auto,Personal L2,Offer2,Agent,87.14,Two-Door Car,Medsize,A,2
4953,BA38428,Arizona,5639.94,Yes,Basic,High School or Below,2011-01-10,Employed,M,73168,Suburban,Married,70,15,50,0,3,Corporate Auto,Corporate L3,Offer2,Agent,425.8,Four-Door Car,Medsize,A,1
4954,TQ82322,California,2438.69,No,Basic,Bachelor,2011-02-19,Employed,F,80927,Urban,Single,62,25,8,0,1,Personal Auto,Personal L2,Offer2,Branch,211.66,Two-Door Car,Medsize,A,2
4955,YX90754,Nevada,8539.83,No,Basic,High School or Below,2011-02-20,Employed,F,55478,Urban,Married,71,7,1,0,2,Personal Auto,Personal L2,Offer2,Branch,339.4,Four-Door Car,Medsize,A,2
4956,HO61691,Arizona,5094.52,No,Basic,Bachelor,2011-02-27,Employed,F,72006,Suburban,Divorced,64,15,38,0,3,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,A,2
4957,BN91755,California,4975.17,No,Extended,Master,2011-01-30,Employed,F,44723,Urban,Married,124,26,3,0,1,Personal Auto,Personal L2,Offer1,Call Center,341.09,SUV,Medsize,A,1
4958,RC22595,Arizona,3799.75,No,Premium,College,2011-01-11,Unemployed,F,0,Suburban,Married,102,1,99,0,1,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,Medsize,A,1
4959,FM30352,California,9095.74,No,Premium,High School or Below,2011-01-14,Unemployed,F,0,Suburban,Single,256,30,32,0,1,Personal Auto,Personal L3,Offer3,Agent,1943.77,Luxury Car,Medsize,A,1
4960,OT52034,California,3864.78,No,Extended,Bachelor,2011-02-02,Employed,M,24204,Suburban,Married,99,25,41,1,1,Personal Auto,Personal L3,Offer2,Branch,707.3,Four-Door Car,Medsize,A,2
4961,ZG84862,Nevada,4217.86,No,Basic,High School or Below,2011-01-06,Unemployed,M,0,Suburban,Single,62,19,75,0,3,Personal Auto,Personal L3,Offer1,Branch,446.4,Two-Door Car,Small,A,1
4962,DB79306,California,4416.35,No,Basic,College,2011-01-04,Employed,M,25480,Urban,Married,117,26,49,3,1,Personal Auto,Personal L1,Offer4,Web,486.55,SUV,Small,A,1
4963,YE70791,California,5169.5,Yes,Basic,High School or Below,2011-02-26,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Personal L2,Offer2,Call Center,350.4,Four-Door Car,Medsize,A,2
4964,BD69478,California,5194.65,No,Basic,College,2011-01-01,Employed,M,51883,Suburban,Married,66,8,99,0,9,Personal Auto,Personal L2,Offer2,Call Center,623.75,Two-Door Car,Small,A,1
4965,KG85675,Nevada,4726.87,Yes,Extended,Bachelor,2011-01-10,Medical Leave,F,13037,Suburban,Married,124,28,49,0,1,Personal Auto,Personal L3,Offer2,Agent,839.35,SUV,Small,A,1
4966,RD15786,Oregon,2300.69,Yes,Basic,Bachelor,2011-01-15,Retired,M,25905,Suburban,Divorced,63,21,12,0,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,Large,A,1
4967,KA29693,California,11513.36,No,Basic,College,2011-01-13,Medical Leave,M,16266,Suburban,Married,100,15,23,0,2,Special Auto,Special L1,Offer2,Web,1177.32,SUV,Medsize,A,1
4968,MQ64736,Washington,3700.42,No,Extended,Bachelor,2011-02-20,Medical Leave,F,12287,Suburban,Single,99,11,49,0,1,Personal Auto,Personal L3,Offer2,Call Center,712.8,Four-Door Car,Small,A,2
4969,VG58889,California,5040.78,No,Basic,Bachelor,2011-01-31,Disabled,F,22350,Suburban,Married,66,9,3,0,5,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Two-Door Car,Large,A,1
4970,GF94951,Arizona,7076.65,No,Basic,Bachelor,2011-02-20,Unemployed,M,0,Suburban,Single,68,8,9,0,2,Corporate Auto,Corporate L2,Offer1,Branch,489.6,Two-Door Car,Large,A,2
4971,OM50417,Arizona,29973.42,No,Extended,Bachelor,2011-02-16,Employed,F,48471,Rural,Married,83,5,20,1,2,Personal Auto,Personal L2,Offer1,Call Center,208.9,Four-Door Car,Medsize,A,2
4972,YX89016,Oregon,34931.0,No,Premium,College,2011-02-17,Employed,M,35005,Suburban,Married,295,14,46,0,2,Personal Auto,Personal L3,Offer2,Web,1416.0,Luxury Car,Small,A,2
4973,LA20890,Oregon,2846.65,No,Basic,Bachelor,2011-01-28,Employed,F,66880,Suburban,Married,71,7,54,0,1,Personal Auto,Personal L3,Offer4,Branch,340.8,Four-Door Car,Medsize,A,1
4974,JG61793,Washington,3046.25,No,Extended,High School or Below,2011-01-18,Unemployed,M,0,Suburban,Single,98,4,43,2,1,Personal Auto,Personal L1,Offer1,Branch,705.6,Four-Door Car,Small,A,1
4975,IQ96928,Oregon,4348.14,No,Basic,High School or Below,2011-02-27,Unemployed,F,0,Suburban,Single,62,20,9,0,7,Corporate Auto,Corporate L1,Offer1,Agent,675.66,Four-Door Car,Small,A,2
4976,RC11491,Oregon,10390.67,No,Extended,College,2011-01-02,Employed,F,28948,Rural,Married,131,7,57,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,295.83,SUV,Medsize,A,1
4977,PH26378,California,6019.96,No,Extended,College,2011-01-31,Unemployed,M,0,Suburban,Single,92,3,28,0,4,Personal Auto,Personal L3,Offer1,Agent,662.4,Four-Door Car,Medsize,A,1
4978,EZ11341,California,8080.95,No,Basic,College,2011-01-20,Employed,M,85210,Rural,Single,68,34,9,0,2,Personal Auto,Personal L1,Offer3,Branch,32.71,Two-Door Car,Medsize,A,1
4979,NQ92014,California,3659.18,No,Basic,High School or Below,2011-02-11,Unemployed,F,0,Suburban,Single,106,34,39,0,1,Personal Auto,Personal L2,Offer2,Web,763.2,SUV,Medsize,A,2
4980,PU18983,Oregon,8608.16,No,Basic,High School or Below,2011-02-04,Employed,F,21450,Suburban,Divorced,110,15,80,0,3,Personal Auto,Personal L1,Offer1,Call Center,528.0,Sports Car,Small,A,2
4981,YG37894,California,2594.91,No,Basic,College,2011-02-11,Retired,F,25925,Suburban,Married,72,5,85,3,1,Corporate Auto,Corporate L3,Offer2,Web,660.59,Two-Door Car,Small,A,2
4982,XG44587,Arizona,5757.44,Yes,Basic,Master,2011-01-31,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Personal Auto,Personal L3,Offer2,Branch,174.04,Four-Door Car,Small,A,1
4983,UN52560,Arizona,6278.76,No,Extended,Bachelor,2011-02-14,Employed,M,47669,Suburban,Married,80,16,84,0,3,Personal Auto,Personal L3,Offer2,Branch,384.0,Four-Door Car,Small,A,2
4984,QV89791,California,8476.81,No,Premium,High School or Below,2011-02-15,Employed,F,55217,Suburban,Married,107,9,9,2,9,Personal Auto,Personal L3,Offer1,Branch,696.12,Two-Door Car,Medsize,A,2
4985,GH30325,Oregon,2424.42,No,Basic,College,2011-01-13,Employed,M,27093,Suburban,Married,61,10,19,0,1,Personal Auto,Personal L2,Offer3,Branch,292.8,Four-Door Car,Medsize,A,1
4986,NS74173,Nevada,2968.08,No,Basic,College,2011-02-21,Employed,M,91646,Rural,Married,74,12,10,0,1,Corporate Auto,Corporate L1,Offer2,Branch,57.68,Two-Door Car,Medsize,A,2
4987,SZ75668,Oregon,7474.61,No,Basic,College,2011-01-15,Employed,M,44186,Urban,Married,64,9,96,2,2,Personal Auto,Personal L1,Offer1,Agent,295.05,Four-Door Car,Medsize,A,1
4988,CE71123,California,12751.28,No,Basic,Bachelor,2011-02-20,Employed,F,33235,Rural,Single,110,18,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,113.8,SUV,Small,A,2
4989,FZ29605,California,2332.1,No,Basic,College,2011-02-21,Unemployed,M,0,Suburban,Single,67,4,99,0,1,Corporate Auto,Corporate L1,Offer3,Web,482.4,Four-Door Car,Small,A,2
4990,DP84567,California,20216.31,No,Basic,High School or Below,2011-01-24,Unemployed,M,0,Suburban,Married,183,15,16,0,2,Personal Auto,Personal L1,Offer3,Agent,878.4,Luxury SUV,Large,A,1
4991,WU86174,California,2677.28,No,Basic,Bachelor,2011-02-24,Unemployed,F,0,Suburban,Married,72,29,86,0,1,Personal Auto,Personal L3,Offer1,Branch,345.6,Four-Door Car,Medsize,A,2
4992,GS76685,California,10408.97,Yes,Basic,High School or Below,2011-02-18,Retired,M,20228,Suburban,Divorced,101,15,43,0,2,Corporate Auto,Corporate L3,Offer1,Branch,523.82,SUV,Medsize,A,2
4993,XF94149,California,4087.51,No,Basic,College,2011-02-15,Employed,M,24123,Suburban,Married,104,15,61,0,1,Personal Auto,Personal L3,Offer4,Branch,748.8,Four-Door Car,Medsize,A,2
4994,RO58812,California,4466.1,No,Basic,College,2011-01-14,Unemployed,M,0,Suburban,Single,64,25,33,0,5,Personal Auto,Personal L1,Offer1,Call Center,307.2,Four-Door Car,Medsize,A,1
4995,DQ50258,California,4814.35,No,Basic,College,2011-02-07,Unemployed,M,0,Suburban,Single,67,17,4,0,4,Personal Auto,Personal L3,Offer2,Agent,482.4,Four-Door Car,Medsize,A,2
4996,ID89933,Oregon,7255.58,No,Extended,Doctor,2011-01-09,Employed,F,39786,Urban,Married,91,2,91,1,9,Personal Auto,Personal L2,Offer1,Web,365.84,Four-Door Car,Medsize,A,1
4997,LF94282,Nevada,2884.64,No,Basic,Bachelor,2011-01-02,Employed,M,63438,Rural,Married,72,32,67,0,1,Personal Auto,Personal L2,Offer2,Branch,36.73,Two-Door Car,Medsize,A,1
4998,RL21492,Arizona,4984.62,Yes,Basic,Bachelor,2011-01-11,Employed,M,86305,Rural,Married,62,1,99,0,5,Corporate Auto,Corporate L3,Offer2,Call Center,80.73,Four-Door Car,Medsize,A,1
4999,YD22081,Arizona,9701.03,No,Extended,College,2011-01-13,Employed,F,45668,Urban,Married,80,7,55,0,2,Personal Auto,Personal L3,Offer2,Branch,344.77,Four-Door Car,Medsize,A,1
5000,OH98172,California,3188.53,No,Extended,High School or Below,2011-01-03,Employed,F,81081,Urban,Married,79,20,25,0,1,Personal Auto,Personal L3,Offer2,Agent,224.89,Two-Door Car,Medsize,A,1
5001,XP11075,Arizona,14567.27,No,Premium,Bachelor,2011-01-12,Unemployed,M,0,Suburban,Single,148,15,18,0,2,Personal Auto,Personal L2,Offer1,Agent,710.4,SUV,Medsize,A,1
5002,KX57885,California,6073.24,No,Extended,Bachelor,2011-02-26,Retired,M,22103,Suburban,Divorced,89,4,74,1,3,Personal Auto,Personal L3,Offer2,Call Center,427.2,Four-Door Car,Medsize,A,2
5003,CQ78705,Oregon,7145.3,No,Extended,College,2011-02-09,Employed,F,92681,Suburban,Divorced,91,8,23,3,8,Personal Auto,Personal L1,Offer3,Web,436.8,Four-Door Car,Medsize,A,2
5004,QD86271,Arizona,12022.39,No,Basic,High School or Below,2011-01-21,Medical Leave,M,25918,Suburban,Married,104,15,30,0,2,Personal Auto,Personal L3,Offer1,Agent,996.78,SUV,Medsize,A,1
5005,XD66024,Arizona,5936.01,No,Extended,College,2011-01-27,Unemployed,F,0,Suburban,Single,84,31,25,0,3,Personal Auto,Personal L3,Offer3,Call Center,980.17,Four-Door Car,Medsize,A,1
5006,UB87714,Oregon,9667.13,No,Extended,Master,2011-01-27,Employed,M,72885,Rural,Divorced,124,35,88,2,6,Personal Auto,Personal L2,Offer1,Branch,233.68,SUV,Medsize,A,1
5007,IR58695,Oregon,6188.38,No,Extended,High School or Below,2011-02-10,Employed,M,40352,Suburban,Married,77,31,33,0,3,Corporate Auto,Corporate L2,Offer1,Web,406.37,Four-Door Car,Small,A,2
5008,MF30956,California,8945.69,No,Basic,College,2011-01-06,Employed,M,83761,Rural,Married,112,16,70,0,8,Corporate Auto,Corporate L2,Offer1,Web,270.23,SUV,Medsize,A,1
5009,BA52133,California,5344.99,No,Basic,Master,2011-02-11,Employed,M,22908,Suburban,Married,68,30,19,0,7,Personal Auto,Personal L2,Offer3,Call Center,387.77,Four-Door Car,Small,A,2
5010,IU14618,Oregon,5838.9,Yes,Basic,High School or Below,2011-01-06,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Personal L3,Offer2,Agent,281.3,Four-Door Car,Large,A,1
5011,ZB62469,California,2161.69,No,Basic,High School or Below,2011-02-21,Unemployed,M,0,Suburban,Single,67,33,75,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,482.4,Two-Door Car,Medsize,A,2
5012,HA93483,California,4319.15,No,Basic,Bachelor,2011-02-12,Disabled,F,11811,Suburban,Married,110,20,20,0,1,Personal Auto,Personal L2,Offer2,Branch,808.62,Sports Car,Small,A,2
5013,GP83239,California,7840.17,Yes,Extended,College,2011-01-14,Employed,M,58414,Suburban,Single,210,7,24,2,1,Personal Auto,Personal L3,Offer2,Agent,1008.0,Luxury SUV,Small,A,1
5014,TU15769,Washington,22658.54,Yes,Basic,Bachelor,2011-01-25,Retired,M,23665,Suburban,Married,67,19,50,0,2,Personal Auto,Personal L2,Offer1,Branch,404.82,Four-Door Car,Medsize,A,1
5015,YT36855,Washington,2981.88,No,Extended,College,2011-02-24,Unemployed,M,0,Suburban,Married,83,26,89,0,1,Personal Auto,Personal L2,Offer3,Web,582.68,Four-Door Car,Medsize,A,2
5016,TC18805,Washington,9939.26,No,Extended,Bachelor,2011-01-15,Disabled,M,13207,Urban,Married,137,16,82,2,3,Personal Auto,Personal L1,Offer1,Agent,392.92,SUV,Medsize,A,1
5017,QB58745,California,2787.54,No,Basic,High School or Below,2011-01-23,Employed,M,34927,Urban,Married,70,5,2,0,1,Personal Auto,Personal L2,Offer4,Web,242.49,Two-Door Car,Large,A,1
5018,EB52195,Oregon,7981.44,No,Basic,College,2011-01-21,Employed,F,40639,Urban,Married,67,21,77,0,2,Personal Auto,Personal L3,Offer4,Branch,301.6,Four-Door Car,Medsize,A,1
5019,FL74984,Oregon,2744.08,No,Basic,Bachelor,2011-02-01,Employed,M,79192,Suburban,Divorced,70,11,74,0,1,Personal Auto,Personal L3,Offer2,Call Center,336.0,Two-Door Car,Small,A,2
5020,MM45897,Nevada,2714.65,No,Basic,Bachelor,2011-02-12,Employed,M,88545,Suburban,Married,68,25,33,0,1,Personal Auto,Personal L3,Offer3,Call Center,374.11,Four-Door Car,Large,A,2
5021,AI16519,Nevada,4877.61,No,Basic,High School or Below,2011-01-18,Unemployed,M,0,Suburban,Married,66,4,30,0,5,Personal Auto,Personal L3,Offer2,Agent,420.39,Two-Door Car,Medsize,A,1
5022,YJ14330,California,32725.3,No,Extended,Master,2011-01-12,Employed,F,39894,Urban,Married,134,23,87,0,2,Corporate Auto,Corporate L1,Offer3,Branch,411.08,SUV,Medsize,A,1
5023,SB82356,Nevada,30591.61,No,Extended,Bachelor,2011-01-29,Retired,F,11276,Suburban,Married,91,22,10,1,2,Corporate Auto,Corporate L2,Offer1,Agent,436.8,Four-Door Car,Medsize,A,1
5024,HQ60388,Oregon,8625.84,No,Basic,High School or Below,2011-01-21,Employed,F,50446,Suburban,Married,74,28,50,4,2,Personal Auto,Personal L1,Offer4,Web,355.2,Four-Door Car,Medsize,A,1
5025,IX45386,Arizona,2478.83,No,Basic,College,2011-01-30,Employed,M,81721,Rural,Single,63,11,5,0,1,Personal Auto,Personal L2,Offer2,Web,133.9,Four-Door Car,Large,A,1
5026,RI76399,California,17636.42,No,Basic,High School or Below,2011-02-26,Employed,F,37109,Suburban,Married,63,7,70,0,2,Corporate Auto,Corporate L2,Offer1,Agent,302.4,Two-Door Car,Medsize,A,2
5027,RT69513,California,4774.75,No,Basic,Bachelor,2011-02-25,Unemployed,F,0,Suburban,Married,64,34,47,0,7,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Small,A,2
5028,NF53775,California,3700.39,No,Extended,College,2011-02-17,Retired,F,17557,Suburban,Married,96,6,5,0,1,Personal Auto,Personal L2,Offer4,Web,666.72,Four-Door Car,Medsize,A,2
5029,IQ37561,California,7590.96,No,Extended,High School or Below,2011-01-09,Employed,F,52823,Rural,Married,95,7,15,0,5,Personal Auto,Personal L3,Offer2,Branch,125.77,Two-Door Car,Medsize,A,1
5030,XN11823,Nevada,3764.47,No,Extended,Bachelor,2011-02-17,Employed,F,92600,Suburban,Single,94,9,48,0,1,Corporate Auto,Corporate L2,Offer3,Web,842.44,Two-Door Car,Small,A,2
5031,KF75098,Arizona,5129.74,No,Basic,Bachelor,2011-01-25,Employed,M,86148,Suburban,Married,65,19,51,2,4,Personal Auto,Personal L3,Offer4,Agent,312.0,Four-Door Car,Small,A,1
5032,MD40054,California,6369.26,No,Extended,High School or Below,2011-01-20,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L2,Offer2,Branch,398.4,Two-Door Car,Small,A,1
5033,UF93434,Oregon,2548.39,No,Basic,College,2011-02-13,Employed,F,22050,Suburban,Divorced,66,9,47,0,1,Personal Auto,Personal L3,Offer3,Call Center,316.8,Four-Door Car,Medsize,A,2
5034,JQ95021,California,3386.19,No,Extended,College,2011-02-13,Employed,M,67249,Rural,Divorced,86,25,4,0,1,Special Auto,Special L1,Offer3,Web,33.89,Four-Door Car,Medsize,A,2
5035,NJ72300,Oregon,8009.03,No,Basic,Bachelor,2011-01-25,Unemployed,F,0,Suburban,Married,107,5,8,0,3,Personal Auto,Personal L3,Offer2,Web,740.96,SUV,Small,A,1
5036,RJ99408,California,5377.01,No,Basic,High School or Below,2011-02-23,Employed,M,35637,Suburban,Married,68,15,11,0,9,Personal Auto,Personal L1,Offer3,Branch,326.4,Four-Door Car,Medsize,A,2
5037,ZZ49347,Oregon,2592.44,Yes,Basic,High School or Below,2011-01-02,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Personal L3,Offer2,Call Center,312.0,Four-Door Car,Small,A,1
5038,LC77957,Oregon,8543.25,No,Basic,Bachelor,2011-01-14,Employed,M,99180,Rural,Married,106,15,20,0,3,Personal Auto,Personal L1,Offer3,Branch,33.75,SUV,Small,A,1
5039,FT56968,Arizona,2590.1,No,Basic,High School or Below,2011-01-03,Employed,M,22398,Suburban,Married,67,23,76,2,1,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Large,A,1
5040,SP93911,California,8828.93,No,Premium,High School or Below,2011-02-23,Employed,F,86721,Urban,Divorced,110,20,99,1,3,Corporate Auto,Corporate L1,Offer1,Agent,372.59,Two-Door Car,Medsize,A,2
5041,VW58299,California,12168.74,Yes,Basic,Bachelor,2011-02-05,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L3,Offer1,Branch,828.0,SUV,Medsize,A,2
5042,RO16377,Oregon,23144.13,No,Basic,High School or Below,2011-02-19,Employed,M,59821,Suburban,Married,193,12,6,0,2,Personal Auto,Personal L1,Offer3,Branch,1389.6,Luxury SUV,Medsize,A,2
5043,WM72573,California,14710.43,No,Extended,College,2011-02-20,Disabled,M,22872,Suburban,Married,131,14,18,2,2,Personal Auto,Personal L2,Offer3,Web,754.85,SUV,Small,A,2
5044,UN50538,Oregon,6395.35,No,Extended,Bachelor,2011-01-02,Employed,F,72667,Urban,Married,80,2,58,0,9,Personal Auto,Personal L1,Offer1,Agent,383.23,Four-Door Car,Large,A,1
5045,SK12752,California,4463.0,Yes,Basic,Bachelor,2011-01-30,Unemployed,F,0,Suburban,Single,73,35,52,3,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,Medsize,A,1
5046,PR53785,Arizona,7457.24,No,Basic,High School or Below,2011-02-22,Unemployed,F,0,Suburban,Married,198,18,55,1,1,Personal Auto,Personal L3,Offer1,Branch,1577.67,Luxury Car,Small,A,2
5047,JB32090,California,3045.06,No,Extended,High School or Below,2011-01-06,Employed,F,53441,Suburban,Married,76,11,78,0,1,Personal Auto,Personal L3,Offer4,Agent,364.8,Two-Door Car,Medsize,A,1
5048,RW71963,Nevada,7233.54,No,Extended,High School or Below,2011-01-08,Employed,F,94550,Suburban,Single,90,0,93,0,7,Personal Auto,Personal L3,Offer2,Agent,432.0,Four-Door Car,Small,A,1
